16	0	0	0.119681	0	0.397293	-0.265	0	1	0
17	0	0	0.183271	0	0.394244	-0.265	0	1	0
18	0	0	0.214985	0	0.388848	-0.265	0	1	0
19	0	0	0.221011	0	0.38752	-0.265	0	1	0
20	0	0	0.202616	0	0.391267	-0.265	0	1	0
21	0	0	0.156014	0	0.396804	-0.265	0	1	0
22	0	0	0.0731011	0	0.393037	-0.265	0	1	0
23	0	0	-0.0517798	0	0.352203	-0.265	0	1	0
24	0	0	-0.194265	0	0.226342	-0.265	0	1	0
25	0	0	-0.265	0	0	-0.265	0	1	0
26	0	0	-0.194265	0	-0.226342	-0.265	0	1	0
27	0	0	-0.0517798	0	-0.352203	-0.265	0	1	0
28	0	0	0.0731011	0	-0.393037	-0.265	0	1	0
29	0	0	0.156014	0	-0.396804	-0.265	0	1	0
30	0	0	0.202616	0	-0.391267	-0.265	0	1	0
31	0	0	0.221011	0	-0.38752	-0.265	0	1	0
16	1	0	0.101221	-0.118201	0.378228	-0.22685	-0.122076	1	0
17	1	0	0.164957	-0.118173	0.378137	-0.23252	-0.10393	1	0
18	1	0	0.197102	-0.116992	0.37436	-0.235381	-0.0947784	1	0
19	1	0	0.203238	-0.116676	0.373348	-0.235926	-0.0930316	1	0
20	1	0	0.184537	-0.117548	0.376139	-0.234262	-0.0983559	1	0
21	1	0	0.137521	-0.118559	0.379374	-0.230079	-0.111742	1	0
22	1	0	0.0551323	-0.116301	0.372149	-0.222749	-0.135198	1	0
23	1	0	-0.0660023	-0.102726	0.32871	-0.211971	-0.169686	1	0
24	1	0	-0.200045	-0.0649555	0.207849	-0.200045	-0.207849	1	0
25	1	0	-0.265	0	0	-0.194265	-0.226342	1	0
26	1	0	-0.200045	0.0649555	-0.207849	-0.200045	-0.207849	1	0
27	1	0	-0.0660023	0.102726	-0.32871	-0.211971	-0.169686	1	0
28	1	0	0.0551323	0.116301	-0.372149	-0.222749	-0.135198	1	0
29	1	0	0.137521	0.118559	-0.379374	-0.230079	-0.111742	1	0
30	1	0	0.184537	0.117548	-0.376139	-0.234262	-0.0983559	1	0
31	1	0	0.203238	0.116676	-0.373348	-0.235926	-0.0930316	1	0
16	2	0	0.0584907	-0.202258	0.334096	-0.13854	-0.20889	1	0
