32	0	0	0.214985	0	-0.388848	-0.265	0	1	0
33	0	0	0.183271	0	-0.394244	-0.265	0	1	0
34	0	0	0.119681	0	-0.397293	-0.265	0	1	0
35	0	0	0.0156294	0	-0.379931	-0.265	0	1	0
36	0	0	-0.124861	0	-0.302938	-0.265	0	1	0
37	0	0	-0.245757	0	-0.12218	-0.265	0	1	0
38	0	0	-0.245757	0	0.12218	-0.265	0	1	0
39	0	0	-0.124861	0	0.302938	-0.265	0	1	0
40	0	0	0.0156294	0	0.379931	-0.265	0	1	0
41	0	0	0.119681	0	0.397293	-0.265	0	1	0
42	0	0	0.183271	0	0.394244	-0.265	0	1	0
43	0	0	0.214985	0	0.388848	-0.265	0	1	0
44	0	0	0.221011	0	0.38752	-0.265	0	1	0
45	0	0	0.202616	0	0.391267	-0.265	0	1	0
46	0	0	0.156014	0	0.396804	-0.265	0	1	0
47	0	0	0.0731011	0	0.393037	-0.265	0	1	0
32	1	0	0.197102	0.116992	-0.37436	-0.235381	-0.0947784	1	0
33	1	0	0.164957	0.118173	-0.378137	-0.23252	-0.10393	1	0
34	1	0	0.101221	0.118201	-0.378228	-0.22685	-0.122076	1	0
35	1	0	-0.00104947	0.111677	-0.35735	-0.21775	-0.151194	1	0
36	1	0	-0.135296	0.0876229	-0.280382	-0.205806	-0.189414	1	0
37	1	0	-0.247431	0.0348607	-0.11155	-0.195828	-0.22134	1	0
38	1	0	-0.247431	-0.0348607	0.11155	-0.195828	-0.22134	1	0
39	1	0	-0.135296	-0.0876229	0.280382	-0.205806	-0.189414	1	0
40	1	0	-0.00104947	-0.111677	0.35735	-0.21775	-0.151194	1	0
41	1	0	0.101221	-0.118201	0.378228	-0.22685	-0.122076	1	0
42	1	0	0.164957	-0.118173	0.378137	-0.23252	-0.10393	1	0
43	1	0	0.197102	-0.116992	0.37436	-0.235381	-0.0947784	1	0
44	1	0	0.203238	-0.116676	0.373348	-0.235926	-0.0930316	1	0
45	1	0	0.184537	-0.117548	0.376139	-0.234262	-0.0983559	1	0
46	1	0	0.137521	-0.118559	0.379374	-0.230079	-0.111742	1	0
47	1	0	0.0551323	-0.116301	0.372149	-0.222749	-0.135198	1	0
32	2	0	0.15412	0.205553	-0.339539	-0.164188	-0.166524	1	0
33	2	0	0.121493	0.205779	-0.339912	-0.155438	-0.180978	1	0
34	2	0	0.0584907	0.202258	-0.334096	-0.13854	-0.20889	1	0
35	2	0	-0.0381601	0.18592	-0.307108	-0.112619	-0.251708	1	0
36	2	0	-0.157358	0.140868	-0.232691	-0.0806496	-0.304515	1	0
