
0	0	0	-0.0517798	0	0.352203	-0.265	0	1	0
1	0	0	-0.194265	0	0.226342	-0.265	0	1	0
2	0	0	-0.0517798	0	-0.352203	-0.265	0	1	0
3	0	0	0.0731011	0	-0.393037	-0.265	0	1	0
4	0	0	0.156014	0	-0.396804	-0.265	0	1	0
5	0	0	0.202616	0	-0.391267	-0.265	0	1	0
6	0	0	0.221011	0	-0.38752	-0.265	0	1	0
7	0	0	0.214985	0	-0.388848	-0.265	0	1	0
8	0	0	0.183271	0	-0.394244	-0.265	0	1	0
9	0	0	0.119681	0	-0.397293	-0.265	0	1	0
10	0	0	0.0156294	0	-0.379931	-0.265	0	1	0
11	0	0	-0.124861	0	-0.302938	-0.265	0	1	0
12	0	0	-0.245757	0	-0.12218	-0.265	0	1	0
13	0	0	-0.245757	0	0.12218	-0.265	0	1	0
14	0	0	-0.124861	0	0.302938	-0.265	0	1	0
15	0	0	0.0156294	0	0.379931	-0.265	0	1	0
0	1	0	-0.0660023	-0.102726	0.32871	-0.211971	-0.169686	1	0
1	1	0	-0.200045	-0.0649555	0.207849	-0.200045	-0.207849	1	0
2	1	0	-0.0660023	0.102726	-0.32871	-0.211971	-0.169686	1	0
3	1	0	0.0551323	0.116301	-0.372149	-0.222749	-0.135198	1	0
4	1	0	0.137521	0.118559	-0.379374	-0.230079	-0.111742	1	0
5	1	0	0.184537	0.117548	-0.376139	-0.234262	-0.0983559	1	0
6	1	0	0.203238	0.116676	-0.373348	-0.235926	-0.0930316	1	0
7	1	0	0.197102	0.116992	-0.37436	-0.235381	-0.0947784	1	0
8	1	0	0.164957	0.118173	-0.378137	-0.23252	-0.10393	1	0
9	1	0	0.101221	0.118201	-0.378228	-0.22685	-0.122076	1	0
10	1	0	-0.00104947	0.111677	-0.35735	-0.21775	-0.151194	1	0
11	1	0	-0.135296	0.0876229	-0.280382	-0.205806	-0.189414	1	0
12	1	0	-0.247431	0.0348607	-0.11155	-0.195828	-0.22134	1	0
13	1	0	-0.247431	-0.0348607	0.11155	-0.195828	-0.22134	1	0
14	1	0	-0.135296	-0.0876229	0.280382	-0.205806	-0.189414	1	0
15	1	0	-0.00104947	-0.111677	0.35735	-0.21775	-0.151194	1	0
0	2	0	-0.096872	-0.168128	0.277719	-0.096872	-0.277719	1	0
